objectid,CNN,ST_NAME,ST_TYPE,DISTRICT,COLLECTN,PRKG_SPLY,YEAR,shape,data_as_of,data_loaded_at
2612,8386101,LINCOLN,WAY,04,FIELD,14,2013,"LINESTRING (-122.508331369 37.76407602, -122.508455017 37.764030955, -122.509283724 37.763997456, -122.509402191 37.764032735)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3104,11939000,SKYLINE,BLVD,07,FIELD,0,2012,"LINESTRING (-122.498106916 37.732267892, -122.499058976 37.731576071)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3111,9871000,OCEAN,AVE,07,FIELD,10,2012,"LINESTRING (-122.493125854 37.731935948, -122.493718804 37.731909878)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3134,11628000,SANTIAGO,ST,04,FIELD,7,2012,"LINESTRING (-122.494573842 37.744091857, -122.495109214 37.744068267)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3100,2939000,BERKSHIRE,WAY,07,FIELD,18,2013,"LINESTRING (-122.497125491 37.731541569, -122.498001637 37.731277832)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4747,11960101,SLOAT,BLVD,07,FIELD,119,2012,"LINESTRING (-122.496635997 37.733770842, -122.496770434 37.733699937, -122.497251242 37.733729649, -122.497707486 37.733793125, -122.498050148 37.733858527, -122.498483756 37.733969859, -122.498948532 37.734128137, -122.49915434 37.734219595, -122.499196335 37.734311616)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4749,11961201,SLOAT,BLVD,04,FIELD,28,2012,"LINESTRING (-122.499196335 37.734311616, -122.499238723 37.734453671, -122.500062558 37.7349049)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4737,9872000,OCEAN,AVE,07,FIELD,10,2012,"LINESTRING (-122.493718804 37.731909878, -122.494298812 37.731884377)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2593,9017000,MIDDLEFIELD,DR,07,FIELD,14,2012,"LINESTRING (-122.486274189 37.732237985, -122.486179323 37.73087918)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2590,11959201,SLOAT,BLVD,04,FIELD,8,2012,"LINESTRING (-122.49134262 37.734007858, -122.491508586 37.734092358, -122.492259355 37.7340581)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13529,1614000,29TH,AVE,04,FIELD,45,2012,"LINESTRING (-122.487967431 37.764970793, -122.487838713 37.76308977)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13513,8383201,LINCOLN,WAY,01,FIELD,18,2012,"LINESTRING (-122.505120122 37.76421448, -122.505232355 37.764249127, -122.506090332 37.764210412, -122.506191495 37.764166133)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2700,11613000,SANTIAGO,ST,04,FIELD,21,2012,"LINESTRING (-122.477966821 37.7448224, -122.4790353 37.74477547)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13691,13245000,VICENTE,ST,04,FIELD,24,2012,"LINESTRING (-122.475409075 37.739325433, -122.476485969 37.73927734)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12777,1223000,23RD,AVE,04,FIELD,45,2012,"LINESTRING (-122.480889608 37.755919032, -122.480758582 37.754051474)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13687,8216000,LAWTON,ST,04,REMOTE,3,2010,"LINESTRING (-122.494951685 37.757163872, -122.495486829 37.757140243)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13541,8199000,LAWTON,ST,04,FIELD,13,2010,"LINESTRING (-122.476684177 37.757968982, -122.477807115 37.757919575)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12792,1918000,41ST,AVE,04,FIELD,53,2010,"LINESTRING (-122.499784472 37.749472434, -122.499654139 37.74760468)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2674,8045101,LAKE MERCED,BLVD,07,FIELD,0,2013,"LINESTRING (-122.493469933 37.729596663, -122.493215796 37.729439714, -122.492599097 37.729094985, -122.49223831 37.728940651, -122.491912289 37.728901426, -122.491521177 37.728944066, -122.491084957 37.729180615, -122.490662732 37.729608824, -122.490546785 37.729652016)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2823,12802000,ULLOA,ST,04,FIELD,20,2012,"LINESTRING (-122.481989437 37.7409001, -122.483062385 37.740852459)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2819,12800000,ULLOA,ST,04,FIELD,18,2012,"LINESTRING (-122.479847738 37.740995289, -122.48091787 37.740947731)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2669,7861000,KIRKHAM,ST,04,FIELD,18,2012,"LINESTRING (-122.481147524 37.759643042, -122.482221163 37.759595724)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2663,7309000,IRVING,ST,04,FIELD,17,2012,"LINESTRING (-122.491053534 37.762947981, -122.492127419 37.762900598)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2890,7883000,KIRKHAM,ST,04,FIELD,23,2010,"LINESTRING (-122.502581702 37.758700161, -122.503652481 37.758653333)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2898,7885000,KIRKHAM,ST,04,FIELD,17,2013,"LINESTRING (-122.504725452 37.7586064, -122.505796847 37.758559525)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2889,7881000,KIRKHAM,ST,04,FIELD,16,2012,"LINESTRING (-122.500436027 37.758793968, -122.5015054 37.758747221)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2885,7877000,KIRKHAM,ST,04,FIELD,14,2012,"LINESTRING (-122.496152483 37.758981122, -122.49722191 37.758934412)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2882,7870000,KIRKHAM,ST,04,FIELD,15,2012,"LINESTRING (-122.490794409 37.759217526, -122.491866955 37.759170167)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2881,7869000,KIRKHAM,ST,04,FIELD,15,2012,"LINESTRING (-122.48972215 37.759264861, -122.490794409 37.759217526)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2826,1486000,26TH,AVE,04,FIELD,43,2012,"LINESTRING (-122.483322324 37.744587069, -122.483192382 37.742720213)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2737,7668000,JUDAH,ST,04,FIELD,11,2012,"LINESTRING (-122.491997473 37.761039514, -122.493068125 37.7609923)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2728,7659000,JUDAH,ST,04,FIELD,13,2010,"LINESTRING (-122.482352101 37.761464421, -122.483423102 37.761417279)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
898,8386201,LINCOLN,WAY,01,FIELD,15,2012,"LINESTRING (-122.508331369 37.76407602, -122.508461565 37.764106357, -122.50928398 37.764088292, -122.509402191 37.764032735)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
626,1139000,22ND,AVE,04,FIELD,36,2012,"LINESTRING (-122.48046902 37.765306089, -122.480336927 37.763420292)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5531,12824000,ULLOA,ST,04,FIELD,22,2012,"LINESTRING (-122.504489735 37.739906581, -122.50555976 37.739859244)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2325,9664000,NORIEGA,ST,04,FIELD,23,2010,"LINESTRING (-122.48826408 37.753720902, -122.489323711 37.753674193)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12868,1141000,22ND,AVE,04,FIELD,38,2012,"LINESTRING (-122.480206543 37.761558831, -122.480075669 37.759690271)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
969,1889000,40TH,AVE,04,FIELD,36,2012,"LINESTRING (-122.499759653 37.764449711, -122.499627455 37.762569398)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
960,1999000,45TH,AVE,04,FIELD,30,2012,"LINESTRING (-122.504987663 37.762332399, -122.504856723 37.760471792)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
963,7323000,IRVING,ST,04,FIELD,15,2012,"LINESTRING (-122.504987663 37.762332399, -122.506059075 37.762284997)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2399,6123000,GELLERT,DR,07,FIELD,62,2012,"LINESTRING (-122.48895104 37.730548432, -122.486515837 37.729801819)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2371,11637000,SANTIAGO,ST,04,FIELD,22,2011,"LINESTRING (-122.50368064 37.74369025, -122.504752582 37.743642931)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2888,7880000,KIRKHAM,ST,04,FIELD,9,2012,"LINESTRING (-122.499365327 37.758840763, -122.500436027 37.758793968)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1430,1655000,30TH,AVE,04,FIELD,43,2010,"LINESTRING (-122.488143189 37.751854043, -122.487996081 37.74999008)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
907,1583000,28TH,AVE,04,FIELD,44,2010,"LINESTRING (-122.486902419 37.765018909, -122.486770426 37.763136867)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1420,1144000,22ND,AVE,04,FIELD,38,2010,"LINESTRING (-122.479817196 37.755966339, -122.479687233 37.754098622)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1721,2074000,48TH,AVE,04,FIELD,39,2011,"LINESTRING (-122.507286879 37.749139971, -122.50715922 37.747272273)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1629,1808000,36TH,AVE,04,FIELD,59,2012,"LINESTRING (-122.494691148 37.753437447, -122.494560808 37.751568259)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2261,9353000,MORAGA,ST,04,FIELD,19,2012,"LINESTRING (-122.486247693 37.755682523, -122.487315868 37.755635345)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2311,10101000,PACHECO,ST,04,FIELD,23,2012,"LINESTRING (-122.486923087 37.750037481, -122.487996081 37.74999008)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2827,1091000,21ST,AVE,04,FIELD,44,2012,"LINESTRING (-122.477836243 37.742955571, -122.477703252 37.741090562)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1604,1853000,38TH,AVE,04,FIELD,33,2012,"LINESTRING (-122.497353233 37.760803234, -122.49722191 37.758934412)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2743,7680000,JUDAH,ST,04,FIELD,14,2012,"LINESTRING (-122.502712988 37.760566533, -122.503785479 37.76051914)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13229,11951101,SLOAT,BLVD,07,FIELD,4,2013,"LINESTRING (-122.475102471 37.734625572, -122.475260442 37.734546197, -122.476159806 37.73455352)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
14150,1879000,39TH,AVE,04,FIELD,40,2012,"LINESTRING (-122.497116395 37.7421042, -122.496984892 37.740238317)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13949,9361000,MORAGA,ST,04,FIELD,8,2012,"LINESTRING (-122.494820219 37.755301297, -122.495357686 37.755276356)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
14284,8381101,LINCOLN,WAY,04,FIELD,10,2013,"LINESTRING (-122.502976412 37.764311127, -122.50307553 37.764271497, -122.503915093 37.764232388, -122.504048776 37.764261171)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2420,5275000,EUCALYPTUS,DR,07,FIELD,19,2010,"LINESTRING (-122.480015399 37.731148378, -122.480900056 37.731158058)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2419,5278000,EUCALYPTUS,DR,07,FIELD,19,2012,"LINESTRING (-122.482663609 37.731147128, -122.48354489 37.731079973)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2470,10879000,QUINTARA,ST,04,FIELD,24,2011,"LINESTRING (-122.502870422 37.747462246, -122.503941818 37.747414802)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13254,7306000,IRVING,ST,04,FIELD,20,2010,"LINESTRING (-122.487838713 37.76308977, -122.488909736 37.763042542)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1544,11074000,RIVERA,ST,04,FIELD,22,2011,"LINESTRING (-122.49845283 37.74578604, -122.499525445 37.745739004)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2346,12405000,TARAVAL,ST,04,FIELD,17,2012,"LINESTRING (-122.486407891 37.742578799, -122.487476481 37.742531784)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1330,1083000,21ST,AVE,04,FIELD,47,2012,"LINESTRING (-122.478874517 37.757872601, -122.478744372 37.756013655)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1323,8202000,LAWTON,ST,04,FIELD,22,2012,"LINESTRING (-122.479945067 37.757825479, -122.481016897 37.757778292)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2274,9853000,OCEAN,AVE,07,FIELD,6,2012,"LINESTRING (-122.477847377 37.732610902, -122.478350932 37.732588477)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2266,9346000,MORAGA,ST,04,FIELD,18,2012,"LINESTRING (-122.478744372 37.756013655, -122.479817196 37.755966339)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1339,2003000,45TH,AVE,04,FIELD,43,2012,"LINESTRING (-122.504463144 37.754878665, -122.504333369 37.75301153)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2324,9663000,NORIEGA,ST,04,FIELD,15,2012,"LINESTRING (-122.487183012 37.753768546, -122.48826408 37.753720902)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2321,9672000,NORIEGA,ST,04,FIELD,21,2012,"LINESTRING (-122.495760288 37.75339026, -122.496834943 37.753342819)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2208,9359000,MORAGA,ST,04,FIELD,20,2012,"LINESTRING (-122.492675386 37.755398479, -122.493750769 37.755350922)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2316,10030000,ORTEGA,ST,04,FIELD,19,2012,"LINESTRING (-122.499914456 37.751333766, -122.500987488 37.751286393)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2263,9351000,MORAGA,ST,04,FIELD,18,2012,"LINESTRING (-122.484104146 37.755777171, -122.48517627 37.755729835)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2234,1020000,20TH,AVE,07,FIELD,70,2012,"LINESTRING (-122.476159806 37.73455352, -122.476039979 37.732691372)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1525,1732000,33RD,AVE,04,FIELD,50,2012,"LINESTRING (-122.491475167 37.753579326, -122.491344845 37.751710225)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
531,2076000,48TH,AVE,04,FIELD,48,2010,"LINESTRING (-122.507030541 37.745409542, -122.50689679 37.743548249)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1421,2049000,47TH,AVE,04,FIELD,39,2010,"LINESTRING (-122.506476342 37.752916763, -122.506347527 37.751051944)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1992,12797000,ULLOA,ST,04,FIELD,23,2012,"LINESTRING (-122.476630049 37.741138227, -122.477703252 37.741090562)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1223,7327000,IRVING,ST,04,REMOTE,3,2014,"LINESTRING (-122.50926908 37.762142921, -122.509622174 37.762127288)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2512,2035000,46TH,AVE,04,FIELD,14,2012,"LINESTRING (-122.504227751 37.736182124, -122.50418533 37.735557883)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2473,11626000,SANTIAGO,ST,04,FIELD,19,2010,"LINESTRING (-122.492967691 37.744162615, -122.494038473 37.744115445)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2468,10882000,QUINTARA,ST,04,FIELD,23,2011,"LINESTRING (-122.506086846 37.747319789, -122.50715922 37.747272273)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2464,1313000,24TH,AVE,07,FIELD,72,2012,"LINESTRING (-122.480246358 37.734427346, -122.480111348 37.732510066)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2365,13491000,WAWONA,ST,04,FIELD,22,2012,"LINESTRING (-122.494590813 37.736604927, -122.495658795 37.736558144)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2359,13259000,VICENTE,ST,04,FIELD,16,2012,"LINESTRING (-122.490432227 37.73866262, -122.491523899 37.738614248)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2347,12403000,TARAVAL,ST,04,FIELD,19,2010,"LINESTRING (-122.484263607 37.742673112, -122.485335463 37.742625973)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2488,11639000,SANTIAGO,ST,04,FIELD,21,2011,"LINESTRING (-122.50582381 37.743595634, -122.50689679 37.743548249)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2485,1942000,42ND,AVE,04,FIELD,43,2011,"LINESTRING (-122.500597513 37.745691979, -122.500464235 37.743832173)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2484,1877000,39TH,AVE,04,FIELD,46,2011,"LINESTRING (-122.497381601 37.745833007, -122.497248183 37.743973993)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2202,7862000,KIRKHAM,ST,04,FIELD,15,2010,"LINESTRING (-122.482221163 37.759595724, -122.483292133 37.759548514)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2300,10867000,QUINTARA,ST,04,FIELD,22,2012,"LINESTRING (-122.488936458 37.748078008, -122.49000879 37.748030616)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2180,1738000,33RD,AVE,04,FIELD,41,2012,"LINESTRING (-122.490692041 37.74239025, -122.490561811 37.740521854)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2200,7859000,KIRKHAM,ST,04,FIELD,23,2012,"LINESTRING (-122.47900537 37.759737424, -122.480075669 37.759690271)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2192,1661000,30TH,AVE,04,FIELD,45,2012,"LINESTRING (-122.48734635 37.740663662, -122.487216997 37.738805026)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2190,1597000,28TH,AVE,04,FIELD,66,2012,"LINESTRING (-122.485074494 37.738899872, -122.484988634 37.737673897)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2189,1739000,33RD,AVE,04,FIELD,43,2012,"LINESTRING (-122.490561811 37.740521854, -122.490432227 37.73866262)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2184,1881000,39TH,AVE,04,FIELD,47,2012,"LINESTRING (-122.496854771 37.738379498, -122.496723967 37.736511471)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
8088,3335000,BUCHANAN,ST,05,REMOTE,8,2010,"LINESTRING (-122.429040602 37.781847439, -122.42912336 37.782256553, -122.42911214 37.782297073)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
6280,8587000,MABEL,ALY,06,REMOTE,0,2010,"LINESTRING (-122.415957304 37.78577513, -122.416330778 37.785726517)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
8090,12131000,STEINER,ST,05,REMOTE,26,2010,"LINESTRING (-122.433973158 37.781218802, -122.434161775 37.78215091)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
6466,6260000,GOLDEN GATE,AVE,06,REMOTE,23,2010,"LINESTRING (-122.412220735 37.782073068, -122.413865604 37.781863339)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
6409,7955000,LAGUNA,ST,06,REMOTE,8,2010,"LINESTRING (-122.426828556 37.779257971, -122.426922705 37.779725744)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
6337,12120000,STEINER,ST,05,FIELD,11,2010,"LINESTRING (-122.431998248 37.771430528, -122.4320923 37.771897266)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
6242,7944000,LAGUNA,ST,05,REMOTE,12,2010,"LINESTRING (-122.42570021 37.773666229, -122.425794313 37.774132308)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
7292,3553000,CALIFORNIA,ST,02,FIELD,22,2010,"LINESTRING (-122.427260407 37.78974286, -122.42890531 37.789533741)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
7442,13145202,VAN NESS,AVE,06,REMOTE,5,2010,"LINESTRING (-122.419711625 37.777770152, -122.419787997 37.778145901, -122.41988323 37.778251018)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
7371,6901000,HICKORY,ST,05,REMOTE,3,2010,"LINESTRING (-122.424386965 37.775270931, -122.424757606 37.775223752)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
7372,9751000,OAK,ST,06,REMOTE,21,2010,"LINESTRING (-122.420959921 37.775232335, -122.421097301 37.775218526, -122.422598041 37.775020697)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
7301,7570000,JONES,ST,06,FIELD,14,2010,"LINESTRING (-122.412969666 37.785789584, -122.413161444 37.786729745)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
7294,2971000,BIRCH,ST,05,REMOTE,16,2010,"LINESTRING (-122.42490392 37.778071867, -122.426547687 37.777862447)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
7756,7968000,LAGUNA,ST,05,FIELD,23,2010,"LINESTRING (-122.428712111 37.788577068, -122.42890531 37.789533741)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
7550,6316000,GOUGH,ST,06,REMOTE,10,2010,"LINESTRING (-122.422693093 37.775486533, -122.422787633 37.775949862)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9271,13371000,WALLER,ST,05,FIELD,8,2010,"LINESTRING (-122.442765194 37.769661283, -122.442843258 37.769605088, -122.443078579 37.769565078, -122.443340135 37.769533238, -122.443461441 37.769496998)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9249,7117000,HYDE,ST,06,REMOTE,22,2010,"LINESTRING (-122.415882538 37.783515641, -122.416071735 37.784448842)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9247,2088000,ADA,CT,06,REMOTE,0,2010,"LINESTRING (-122.41567389 37.785449628, -122.415743873 37.785802911)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9243,2089000,ADA,CT,06,REMOTE,0,2010,"LINESTRING (-122.415743873 37.785802911, -122.415767385 37.785921607)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10362,13148201,VAN NESS,AVE,06,REMOTE,11,2010,"LINESTRING (-122.420439518 37.781030842, -122.420378957 37.781141135, -122.420451903 37.78150997)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10804,8855000,MASONIC,AVE,05,FIELD,12,2010,"LINESTRING (-122.44534499 37.770210175, -122.445174211 37.769339442, -122.445105982 37.769284228)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
6754,13522000,WEBSTER,ST,08,FIELD,13,2010,"LINESTRING (-122.428614044 37.77138333, -122.428708105 37.771849754)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
6875,9761000,OAK,ST,05,FIELD,27,2010,"LINESTRING (-122.43742294 37.773133493, -122.439088601 37.772921982)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
6776,12136000,STEINER,ST,05,REMOTE,21,2010,"LINESTRING (-122.434917663 37.785876209, -122.435105768 37.786810542)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
7040,5452000,FELL,ST,05,FIELD,32,2010,"LINESTRING (-122.439276799 37.77384712, -122.440921792 37.773635296)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
6919,5441000,FELL,ST,06,REMOTE,28,2010,"LINESTRING (-122.421148424 37.776158765, -122.422787633 37.775949862)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
6918,5800000,FRANKLIN,ST,06,REMOTE,7,2010,"LINESTRING (-122.421148424 37.776158765, -122.42123544 37.776625748)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5713,6165000,GERMANIA,ST,08,REMOTE,16,2010,"LINESTRING (-122.428520172 37.770917854, -122.430167375 37.770709189)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
6517,3329000,BUCHANAN,ST,05,REMOTE,9,2010,"LINESTRING (-122.427631 37.77485795, -122.427724046 37.775317311)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2980,13361000,WALLER,ST,05,REMOTE,28,2010,"LINESTRING (-122.428614044 37.77138333, -122.430260805 37.771173684)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
6523,3328000,BUCHANAN,ST,05,REMOTE,7,2010,"LINESTRING (-122.427546416 37.774388467, -122.427631 37.77485795)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3548,13377000,WALLER,ST,05,FIELD,25,2012,"LINESTRING (-122.448389685 37.768864629, -122.449454105 37.768728892)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5252,12129000,STEINER,ST,05,REMOTE,24,2010,"LINESTRING (-122.433595938 37.779354585, -122.433784546 37.780286694)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5123,6566000,GROVE,ST,05,FIELD,28,2011,"LINESTRING (-122.441300063 37.775504689, -122.442945446 37.775295529)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5036,15102000,LARCH,ST,05,REMOTE,0,2014,"LINESTRING (-122.4272986 37.78158229, -122.428517757 37.78143167, -122.428955923 37.781428835)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5400,6618000,HAIGHT,ST,05,FIELD,29,2010,"LINESTRING (-122.44534499 37.770210175, -122.44693382 37.770007606)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
6526,6819000,HAYES,ST,05,REMOTE,27,2010,"LINESTRING (-122.427913714 37.776253668, -122.429554057 37.776044286)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4290,13520000,WEBSTER,ST,08,REMOTE,9,2010,"LINESTRING (-122.428426181 37.770451761, -122.428520172 37.770917854)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12015,8554000,LYON,ST,05,FIELD,23,2010,"LINESTRING (-122.441997763 37.770637636, -122.442187881 37.771571038)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11823,3448000,BUSH,ST,05,REMOTE,30,2010,"LINESTRING (-122.426864644 37.787862442, -122.428525011 37.787650562)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12209,7953000,LAGUNA,ST,05,REMOTE,12,2010,"LINESTRING (-122.426547687 37.777862447, -122.426641498 37.778328564)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13329,6624000,HAIGHT,ST,05,FIELD,25,2010,"LINESTRING (-122.451865727 37.769378664, -122.453536875 37.769165225)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13446,5855000,FREDERICK,ST,05,FIELD,87,2012,"LINESTRING (-122.454592923 37.766165471, -122.456616092 37.765909015, -122.456913423 37.765873615, -122.457189365 37.765880548, -122.457489672 37.765930838, -122.457789625 37.766014768)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
